"SPECIE","SPECIE_NAME"
"M_pcholn201_hs_c","1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)"
"M_m01009c","4-imidazolone-5-propanoate"
"M_m00683c","3-(acyloxy)acyl group of bacterial toxin"
"M_HC02154_c","Gm4-Pool"
"M_m02207g","keratan sulfate I biosynthesis, precursor 15"
"M_m01881c","G00079"
"M_tyrvalmet_c","Tyrosyl-Valyl-Methionine"
"M_glc3meacp_c","glucuronide-conjugate of 3-methoxy-acetaminophen"
"M_m00684c","3-(methylthio)propionic acid"
"M_m00551c","1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate"
"M_m02206g","keratan sulfate I biosynthesis, precursor 14"
"M_m02339c","L-arginyl-protein"
"M_thexdd_c","7Z,10Z-Hexadecadienoic Acid"
"M_m01880c","G00077"
"M_m01007c","4-hydroxy-tolbutamide"
"M_m00681c","2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA"
"M_m02205g","keratan sulfate I biosynthesis, precursor 13"
"M_m02338c","L-arabitol"
"M_m00682m","2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA"
"M_m00909m","3-oxotridecanoyl-CoA"
"M_m01008c","4-hydroxyvitamin A1"
"M_m02204g","keratan sulfate I biosynthesis, precursor 12"
"M_m02337c","L-arabinose"
"M_m00907c","3-oxotricosanoyl-CoA"
"M_gltcho_s","Beta Glucan-Taurocholic Acid Complex"
"M_m01005c","4-hydroxyphenylpyruvate"
"M_m01138c","5-S-glutathionyl-dopamine"
"M_m00906m","3-oxotetradecanoyl-CoA"
"M_m00680c","2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA"
"M_m02203g","keratan sulfate I biosynthesis, precursor 11"
"M_m02469c","methaneselenol"
"M_trpargala_c","Tryptophanyl-Arginyl-Alanine"
"M_m02336c","lanosterol"
"M_m00908c","3-oxotridecanoyl-[ACP]"
"M_m01006c","4-hydroxyretinoic acid"
"M_lca3g_c","Lithocholic acid-3glucuronide, CDCA-3G"
"M_m01139c","5-S-glutathionyl-L-dopa"
"M_CE4837_c","Tetracosa-9,12,15,18-All-Cis-Tetraenoyl Coenzyme A"
"M_m02335c","L-alanyl-tRNA(ala)"
"M_hisargcys_c","Histidyl-Arginyl-Cysteine"
"M_m01003c","4-hydroxyphenylacetate"
"M_m00904c","3-oxotetracosanoyl-CoA"
"M_m01269c","acyl-CoA-bile-PC pool"
"M_m01136c","5-S-glutathionyl-aminochrome reduced"
"M_m02468m","methacrylyl-CoA"
"M_m02202g","keratan sulfate I biosynthesis, precursor 10"
"M_m02334c","lactosylceramide sulfate"
"M_m02467c","metformin"
"M_m00905c","3-oxotetradecanoyl-[ACP]"
"M_m01137c","5-S-glutathionyl-dopachrome hydroquinone"
"M_m01004c","4-hydroxyphenyllactate"
"M_metargleu_c","Methionyl-Arginyl-Leucine"
"M_m02201g","keratan sulfate I biosynthesis, precursor 1"
"M_m02200c","K+"
"M_m02599c","N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline"
"M_m00902c","3-oxo-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA"
"M_m02333s","lactose-6-phosphate"
"M_m01267c","activated sulphur"
"M_m01001c","4-hydroxyestrone-2-S-glutathione"
"M_m01134c","5-S-cysteinyldopa"
"M_3ohsebcoa_p","3-Hydroxy-Sebacoyl Coenzyme A"
"M_m00069m","(2E)-tridecenoyl-CoA"
"M_m02466m","mesaconyl-CoA"
"M_m02332c","lactose"
"M_m01002c","4-hydroxyphenylacetaldehyde"
"M_m00903c","3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA"
"M_m01135c","5-S-glutathionyl-adrenochrome hydroquinone"
"M_m01268c","activation-ppara"
"M_m02465m","mesaconate"
"M_m02598g","nm4masn"
"M_m00067c","(2E)-tricosenoyl-CoA"
"M_m02331c","lacto-N-fucopentaosyl-III-ceramide"
"M_m02464c","mercaptopyruvate"
"M_m01265m","acrylyl-CoA"
"M_m01132c","5-phosphoribosylformylglycinamidine"
"M_m01398c","bilirubin-monoglucuronoside"
"M_m00900c","3-oxopropanoate"
"M_hexdpencoa_m","2,4,7,10,13-Hexadecapentaenoyl Coenzyme A"
"M_m02597g","nm2masn"
"M_m02596c","nLc8Cer"
"M_m00068c","(2E)-tridecenoyl-[ACP]"
"M_glutar_c","Glutarate"
"M_CE4824_r","Tetracosa-9,12,15,18,21-All-Cis-Pentaenoyl Coenzyme A"
"M_tddedi2coa_m","Trans2,6Dodecadienoyl Coenzyme A"
"M_m01133c","5-pp-inspP5"
"M_m01000c","4-hydroxyestrone"
"M_m01266c","activated methyl group"
"M_m01399c","biliverdin"
"M_m02463r","memgacpail heparan sulfate"
"M_m00901c","3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA"
"M_m02330g","lactoneotetraosylceramide"
"M_m00065c","(2E)-tetradecenoyl-[ACP]"
"M_m02595c","nLc7Cer"
"M_15dmt_c","15-DMT or M-III, 15-O-desmethyl tacrolimus"
"M_2ddecdicoa_m","2,6-Dodecadienoyl Coenzyme A"
"M_m01263g","acgalfucgalacglcgal14acglcgalgluside heparan sulfate"
"M_m02461r","mem2emgacpail heparan sulfate"
"M_m01130c","5-phosphoribosyl-4-carboxy-5-aminoimidazole"
"M_trpalapro_c","Tryptophanyl-Alanyl-Proline"
"M_m01396c","bilirubin"
"M_m02462c","mem2emgacpail_prot heparan sulfate"
"M_m00198c","[protein]-L-asparagine"
"M_m_em_3gacpail_prot_hs_r","Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol-Protein (M4A)"
"M_docteteth_s","Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)"
"M_m01264g","acngalacglcgalgluside heparan sulfate"
"M_m01131c","5-phosphoribosylamine"
"M_m01397c","bilirubin-bisglucuronoside"
"M_m00066m","(2E)-tetradecenoyl-CoA"
"M_m00199c","[protein]-L-citrulline"
"M_m02594c","nLc6Cer"
"M_m00196c","[protein]"
"M_m01261c","acetyl-CoA"
"M_m01394c","betaine_aldehyde"
"M_m00063m","(2E)-pentenoyl-CoA"
"M_m02460c","melatonin"
"M_m02593c","nLc5Cer"
"M_cynt_c","Cyanate"
"M_m01262g","acgalfuc12gal14acglcgalgluside heparan sulfate"
"M_m01395c","bile-PC pool"
"M_m02819c","pyruvate"
"M_3hpvstet_c","3'-S-hydroxy-pravastatin-tetranor"
"M_m02592c","nLc5Cer(G00051)"
"M_m00064c","(2E)-tetracosenoyl-CoA"
"M_m00197c","[protein]-L-arginine"
"M_m00194c","[protein C terminal]-S-farnesyl-L-cysteine"
"M_m01392c","beta-hydroxy-beta-methylbutyrate"
"M_m02818c","pyridoxine-phosphate"
"M_m00061m","(2E)-pentadecenoyl-CoA"
"M_ei11ecoa_p","11-Eicosenoyl Coenzyme A"
"M_m02591c","nitryl-chloride"
"M_m00195c","[protein C terminal]-S-farnesyl-L-cysteine-methyl ester"
"M_m01619c","creatine"
"M_5eipenc_c","5,8,11,14,17-Eicosapentenoic Acid"
"M_m01260c","acetylcholine"
"M_m01393c","betaine"
"M_m02817c","pyridoxine"
"M_m03049c","tridecanoylcarnitine"
"M_m02590c","nitrosoperoxycarbonate"
"M_m00062c","(2E)-pentenoyl-[ACP]"
"M_m01618c","cPMP"
"M_m00192c","[phosphorylase A]"
"M_pe17_hs_c","1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)"
"M_m01390c","beta-D-mannosyldiacetylchitobiosyldiphosphodolichol"
"M_m02816c","pyridoxamine-phosphate"
"M_m02949c","sulfite"
"M_m03048c","tridecanoyl-[ACP]"
"M_docosahexcoa_m","3,7,10,13,16,19-Docosahexenoyl Coenzyme A"
"M_m00419p","18(R)-hydroxy-20-oxo-20-CoA-LTE4"
"M_m00193c","[phosphorylase B]"
"M_m01617c","coumarin"
"M_phepheasn_c","Phenylalanyl-Phenylalaninyl-Asparagine"
"M_asntyrthr_c","Asparaginyl-Tyrosyl-Threonine"
"M_m01391c","beta-GalNAc-globoside"
"M_m02815c","pyridoxamine"
"M_m03047c","tricosanoyl-CoA"
"M_gluthrlys_c","Glutamyl-Threonyl-Lysine"
"M_7dhchol_c","7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid"
"M_m00060c","(2E)-pentadecenoyl-[ACP]"
"M_m02948l","sulfatide"
"M_m01749c","dTDP-6-deoxy-L-mannose"
"M_m01616c","cortisone"
"M_pcholn1836_hs_c","1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)"
"M_m00190c","[myosin light chain]"
"M_m02814c","pyridoxal-phosphate"
"M_trpilelys_c","Tryptophanyl-Isoleucyl-Lysine"
"M_m02947c","sulfatide galactocerebroside"
"M_m00417c","17-hydroxy-E4-neuroprostane"
"M_m03046c","tricosanoylcarnitine"
"M_m00191c","[myosin light chain]-phosphate"
"M_m01615c","cortisol"
"M_m01748c","dTDP-4-dehydro-6-deoxy-L-mannose"
"M_propropro_c","Prolyl-Prolyl-Proline"
"M_m02813c","pyridoxal"
"M_m03045c","tricosanoic acid"
"M_m00418c","17-peroxy-docosahexaenoate"
"M_CE2596_m","Trans,Cis-Dodeca-2,5-Dienoyl Coenzyme A"
"M_m02946c","sulfate"
"M_sphmyln18121_hs_c","Sm (D18:1/21:0), Sphingomyelin"
"M_m01747c","dTDP"
"M_m01614c","corticosterone"
"M_m02945s","sucrose"
"M_m02812c","putrescine"
"M_m03044c","trichloroethene"
"M_m00415c","17-hydroperoxy-H4-neuroprostane"
"M_m00548c","1-nitrosonaphthalene"
"M_4ohmdz_c","4-OH-midazolam"
"M_hexe3coa_m","3-Hexenoyl Coenzyme A"
"M_m01879c","G00074"
"M_pcresol_c","P-Cresol"
"M_m01613c","core 8"
"M_m01746c","D-tagatose-6-phosphate"
"M_m02811c","putreanine"
"M_m03043c","trichloroethanol"
"M_m00416c","17-hydroxy-D4-neuroprostane"
"M_m00549c","1-organyl-2-lyso-sn-glycero-3-phosphocholine"
"M_m02944c","succinyl-CoA"
"M_pectindchac_s","Pectin-Deoxycholic Acid Complex"
"M_m01745c","D-tagatose"
"M_m02810c","psychosine"
"M_m01878c","G00073"
"M_m01612c","core 7"
"M_m03042c","trichloroethanol glucuronide"
"M_pristcoa_c","Pristanoyl Coenzyme A"
"M_m00679c","2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA"
"M_m00546c","1-nitronaphthalene-5,6-oxide"
"M_m02943c","succinate"
"M_m00413c","17beta-estradiol-3,4-semiquinone"
"M_m01877c","G00072"
"M_m01744c","D-serine"
"M_m01611g","core 6"
"M_m03041c","trichloroacetate"
"M_profvscoa_c","des-isoproylpropionic-acid-fluvastatin-CoA"
"M_m00547c","1-nitronaphthalene-7,8-oxide"
"M_m00414c","17-HETE"
"M_m02942c","succinate semialdehyde"
"M_ldl_hs_s","Low Density Lipoprotein"
"M_m01743c","D-ribulose"
"M_m01876c","G00057"
"M_m01610c","core 5"
"M_CE2881_c","3,5,3,5-Tetraiodothyroacetate"
"M_m03040c","TRH"
"M_mqn7_c","Menaquinone-7"
"M_leualaarg_c","Leucyl-Alanyl-Arginine"
"M_m00677c","2-trans,6-trans-farnesal"
"M_m02941c","stearoyl-CoA"
"M_m00411c","17beta-estradiol-2,3-semiquinone"
"M_m00544c","1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene"
"M_m01742c","D-proline"
"M_m00678c","2-trans-4-cis-decadienoyl-CoA"
"M_m00412c","17beta-estradiol-3,4-quinone"
"M_m00545c","1-nitronaphthalene"
"M_m02940c","stearoylcarnitine"
"M_m01741c","DPA"
"M_m01874c","G00040"
"M_CE4753_c","Dynorphin B (10-13)"
"M_m00675c","2-phosphoglycolate"
"M_m00542c","1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene"
"M_CN0019_c","Dibenzo[A,L]Pyrene-11,12-Diol-13,14-Epoxide"
"M_3ivcrn_c","3-Hydroxy-Isovaleryl Carnitine"
"M_56dhpvs_c","3-keto-5,6,-dihydroxy-pravastatin"
"M_m01873c","G00038"
"M_m01740c","D-ornithine"
"M_m03170c","Insulin-(SH)2"
"M_ca24g_c","Cholic acid-24glucuronide, CA-24G"
"M_m00543c","1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene"
"M_m00410c","17beta-estradiol-2,3-quinone"
"M_m00676c","2-S-glutathionyl acetate"
"M_mdz_c","Midazolam"
"M_m01872g","G00032"
"M_tyrasparg_c","Tyrosyl-Aspartyl-Arginine"
"M_m00673c","2-phenylacetamide"
"M_m00540c","1-nitro-5,6-dihydroxy-dihydronaphthalene"
"M_m_em_3gacpail_hs_r","Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A))"
"M_m01871g","G00031"
"M_m00674c","2-phospho-D-glycerate"
"M_m00541c","1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene"
"M_m02329c","lactaldehyde"
"M_3ocddcoa_c","3-Hydroxyoctadecadienoyl Coenzyme A"
"M_m01870g","G00022"
"M_m00671c","2-oxobutyrate"
"M_CE5162_c","Trans,Cis-2,9-Octadecadienoyl Coenzyme A"
"M_hislysala_c","Histidyl-Lysyl-Alanine"
"M_thrhishis_c","Threonyl-Histidinyl-Histidine"
"M_m02328c","LacCer pool"
"M_argarg_c","Arginyl-Arginine"
"M_m00672c","2-oxoglutaramate"
"M_didecaeth_s","C12:0-Ethanolamide, Didecanoyl Ethanolamide"
"M_dhglz_c","dehydro-gliclazide"
"M_m01128c","5-oxoprolyl-peptide"
"M_tetdece1coa_c","Tetradecenoyl Coenzyme A"
"M_m02327m","L-4-hydroxyglutamate semialdehyde"
"M_m02459c","melatonin radical"
"M_3hpppnohgluc_c","3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide"
"M_m02326s","L-3-cyanoalanine"
"M_m01129c","5-phosphopolynucleotide"
"M_m00670c","2-oxoadipate"
"M_m02458c","eumelanin"
"M_m02325c","L-3-amino-isobutanoate"
"M_m01126c","5-oxo-ETE"
"M_m01259c","acetylcarnosine"
"M_m02324c","l2n2m2mn"
"M_m02457c","mead acid"
"M_hdca6g_c","Hyodeoxycholic acid-6glucuronide, HDCA-6G"
"M_3hlvst_c","3''-hydroxy-lovastatin lactone form"
"M_m01127c","5-oxoproline"
"M_m02589c","nitrogen"
"M_m02456c","margaric acid"
"M_m01124c","5-oxo-6-trans-LTB4"
"M_2m3hbu_c","2-Methyl-3-Hydroxy-Butyrate"
"M_m01257c","acetyl adenylate"
"M_3hibutcoa_m","(S)-3-Hydroxyisobutyryl Coenzyme A"
"M_m00059m","(2E)-octenoyl-CoA"
"M_m02323g","l2fn2m2masn"
"M_m02322c","L-2-aminoadipate"
"M_m02455c","mannose-6-phosphate"
"M_m02588c","nitrite"
"M_m01258c","acetyl-[ACP]"
"M_m01125c","5-oxo-EPE"
"M_m02454c","mannose-1-phosphate"
"M_abt_D_c","D-Arabitol"
"M_alaargcys_c","Alanyl-Arginyl-Cysteine"
"M_4hatvacid_c","4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid"
"M_m02587c","nifedipine"
"M_m00057c","(2E)-octadecenoyl-CoA"
"M_dopa4sf_c","Dopamine 4-O-Sulphate"
"M_xolest_hs_c","Cholesterol Ester"
"M_C06453_c","Methylcobalamin"
"M_m01122c","5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA"
"M_m01255c","acetoacetyl-CoA"
"M_m01388c","beta-D-glucose"
"M_m02321m","L-2-amino-3-oxobutanoic acid"
"M_thrargtyr_c","Threonyl-Arginyl-Tyrosine"
"M_m02320c","L-1-pyrroline-3-hydroxy-5-carboxylate"
"M_m02453c","mannose"
"M_m02586c","nicotinate"
"M_m00058c","(2E)-octenoyl-[ACP]"
"M_m01256c","acetone"
"M_m01123c","5-oxo-12-HETE"
"M_m01389c","beta-D-glucose-6-phosphate"
"M_m02585c","nicotinate ribonucleotide"
"M_m00055c","(2E)-nonenoyl-[ACP]"
"M_m02452c","maltotriose"
"M_thrglnglu_c","Threonyl-Glutaminyl-Glutamate"
"M_m01120c","5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA"
"M_m01253c","acetoacetate"
"M_m01386c","beta-casomorphin (1-6)"
"M_m00188c","[methionine synthase]-cob(II)alamin"
"M_c81coa_c","Octenoyl Coenzyme A"
"M_m02584c","nicotinate D-ribonucleoside"
"M_m01121m","5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA"
"M_m01254c","acetoacetyl-[ACP]"
"M_m01387c","beta-casomorphin"
"M_m00056m","(2E)-nonenoyl-CoA"
"M_m00189c","[methionine synthase]-methylcob(I)alamin"
"M_m02451c","maltotetraose"
"M_m01251c","acetanilide"
"M_m01384c","beta-carboline"
"M_m00053m","(2E)-hexenoyl-CoA"
"M_m02450c","maltose"
"M_m02583c","nicotinamide"
"M_m00186c","[apotransferin]"
"M_m00054c","(2E)-nonadecenoyl-CoA"
"M_m01252c","acetate"
"M_m01385c","beta-carotene"
"M_hismet_c","Histidyl-Methionine"
"M_argprothr_c","Arginyl-Prolyl-Threonine"
"M_m00187c","[beta-adrenergic-receptor]"
"M_m02582c","nicotinamide ribonucleoside"
"M_m00184c","[ACP]"
"M_hepdeceth_s","Heptadecanoyl Thanolamide (C17:0)"
"M_valserarg_c","Valyl-Seryl-Arginine"
"M_m01382c","beta-1,4-mannose-N-acetylglucosamine"
"M_m02808c","PS-LD pool"
"M_m02809c","psychosine sulfate"
"M_xolest181_hs_c","1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)"
"M_m02581c","nicotinamide D-ribonucleotide"
"M_m00051c","(2E)-hexadecenoyl-CoA"
"M_m00185c","[apocarboxlase]"
"M_m01609g","core 4"
"M_trpleuval_c","Tryptophanyl-Leucyl-Valine"
"M_m01250c","acetamidopropanal"
"M_m01383c","beta-alanine"
"M_m02807c","pseudouridine-5-phosphate"
"M_m03039c","trehalose"
"M_m02580c","N-hydroxy-1-aminonaphthalene"
"M_m00052c","(2E)-hexenoyl-[ACP]"
"M_m01608g","core 3"
"M_m01380c","benzoate"
"M_glc3man_g","Glucose-1,2-(2)[Glucose-1,3]-Mannose Oligosaccharide"
"M_m00182m","(S)-hydroxyhexanoyl-CoA"
"M_m02806c","PRPP"
"M_leuasplys_c","Leucyl-Aspartyl-Lysine"
"M_m00409c","17alpha-hydroxyprogesterone"
"M_m02939c","stearidonic acid"
"M_mqn8_c","Menaquinone-8"
"M_23dh1i56dio_c","2,3-Dihydro-1H-Indole-5,6-Dione"
"M_m03038c","trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene"
"M_CE2953_c","Rac-5,6-Epoxy-Retinoate"
"M_dopa3glcur_c","Dopamine-3-O-Glucuronide"
"M_4glu56dihdind_c","4-S-Glutathionyl-5,6-Dihydroxyindoline"
"M_m01607g","core 2"
"M_m00183m","(S)-hydroxyoctanoyl-CoA"
"M_m01381c","benzothiazine"
"M_m02805c","provitamin D3"
"M_m02938c","stearate"
"M_m03037c","trans-4-hydroxy-L-proline"
"M_sulpacmp_c","sulphate-conjugate-acetaminophen"
"M_m00050c","(2E)-hexadecenoyl-[ACP]"
"M_cysglutrp_c","Cystyl-Glutamyl-Tryptophan"
"M_m01606c","coproporphyrinogen III"
"M_m01739c","dopaminochrome"
"M_m02937s","starch structure 2"
"M_m00180c","(S)-dihydroorotate"
"M_m02804c","protoporphyrinogen IX"
"M_m00407c","17alpha-hydroxypregnenolone sulfate"
"M_m03036c","trans-4,5-epoxy-(2E)-decenal"
"M_m03169c","insulin-(SS)"
"M_3octdece1coa_c","3-Hydroxyoctadecenoyl Coenzyme A"
"M_C07486_c","Nordazepam"
"M_pcholole_hs_c","1-Oleoylglycerophosphocholine (Delta 9)"
"M_m01738c","dopamine-O-quinone"
"M_m03168m","3-oxopropionyl-CoA"
"M_m01605c","coproporphyrinogen I"
"M_m02936s","starch structure 1"
"M_m00181c","(S)-hydroxydecanoyl-CoA"
"M_2octdectecoa_m","2,6,9,12-Octadecatetraenoyl Coenzyme A"
"M_m02803c","protoporphyrin"
"M_m00408c","17alpha-hydroxypregnenolone"
"M_m03035c","trans-3-decenoyl-CoA"
"M_m03034m","trans-3-cis-8,11,14-eicosatetraenoyl-CoA"
"M_m01604c","coproporphyrin III"
"M_m01737c","dopamine-3-O-sulfate"
"M_m02802c","prothrombin"
"M_m00405c","17alpha,20alpha-dihydroxycholesterol"
"M_c8dc_c","Suberyl Carnitine"
"M_m02935c","STAR"
"M_m03167c","5-Phosphonooxy-L-lysine"
"M_m00538c","1-naphthol"
"M_m02934m","S-succinyldihydrolipoamide"
"M_m03033m","trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA"
"M_nfdoh_c","hydroxy metabolite of nifedipine"
"M_m01736c","dopamine"
"M_m01603c","coproporphyrin I"
"M_m02801c","protamine"
"M_m01869g","G00021"
"M_m03166c","sedoheptulose-1-phosphate"
"M_m00539c","1-naphthylamine"
"M_m00406c","17alpha,21-dihydroxypregnenolone"
"M_m01735c","dopachrome-O-semiquinone"
"M_m02800c","prostaglandin-PGE2-glyceryl ester"
"M_m01602c","cofactors and vitamins"
"M_m01868g","G00020"
"M_m03032c","trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene"
"M_CE2597_c","3(S)-3-Hydroxydodecen-(5Z)-Oyl Coenzyme A"
"M_m03165c","sedoheptulose"
"M_oxy7rb_c","oxypurinol-7-riboside"
"M_m00536c","1-methylnicotinamide"
"M_fvstet_c","des-isopropyl-dihydro-fluvastatin-tetranor"
"M_m00403c","16-hydroxyhexadecanoic acid"
"M_m00669c","2-oxo-3-methylvalerate"
"M_m02933c","squalene"
"M_crvs_c","cerivastatin"
"M_7hpvs_c","7-hydroxy-3-alpha-iso-pravastatin"
"M_m01734c","dolichyl-phosphate-D-mannose"
"M_asphiscys_c","Aspartyl-Histidyl-Cysteine"
"M_m03031m","trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA"
"M_m01601c","cocaine"
"M_m03164c","D-alanyl-D-alanine"
"M_psyl_s","Psyllium"
"M_m01867r","G00007"
"M_m00404c","16-peroxy-docosahexaenoate"
"M_m00537c","1-methylpyrrolinium"
"M_m02932c","squalene 2,3-oxide"
"M_m02099c","heptadecanoyl-[ACP]"
"M_m00667m","2-methylglutaconyl-CoA"
"M_m01999c","glycolipid"
"M_m03030m","trans-2-cis,cis-5,8-tetradecatrienoyl-CoA"
"M_m01866c","G00006"
"M_m00401p","16e-18-oxo-18-CoA-dinor-LTE4"
"M_m01733c","dolichyl-phosphate"
"M_m03163c","indole-5,6-quinone"
"M_m01600c","cobamide-coenzyme"
"M_steeth_s","Stearoyl Ethanolamide"
"M_m02931c","sphingosylphosphorylcholine"
"M_m00534c","1-lyso-2-arachidonoyl-phosphatidate"
"M_m02098c","hepoxilin B3"
"M_m01998c","glycolate"
"M_m01732c","dolichyl-diphosphate"
"M_m01865c","G00005"
"M_m03162c","5,6-dihydroxyindole"
"M_m00668c","2-naphthol"
"M_m00535c","1-lysolecithin pool"
"M_m00402c","16-glucuronide-estriol"
"M_m02930c","sphingosine-1-phosphate"
"M_m02097c","hepoxilin A3-c"
"M_m00798p","3-hydroxypristanoyl-CoA"
"M_m01864c","G(5)pppR-RNA"
"M_m01997c","glycolaldehyde"
"M_m01731c","dolichyl-D-glucosyl-phosphate"
"M_tsacmsul_c","thiomethyl-sulphoxide-acetaminophen-sulphate"
"M_m03161c","glycogen"
"M_m00532c","1-hexadecylglycerol-3-phosphate"
"M_m00665c","2-methylcitrate"
"M_m02096c","hepoxilin A3"
"M_m00666m","2-methylglutaconic acid"
"M_m03160l","GM4"
"M_m01730c","dolichol"
"M_m01863c","fumarylacetoacetate"
"M_m01996c","glycogenin"
"M_m02095g","heparan sulfate, precursor 9"
"M_m00799c","3-hydroxypropionyl-CoA"
"M_m00400c","16alpha-hydroxyestrone"
"M_m00533c","1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether"
"M_CE2882_c","3,3,5-Triiodothyroacetate"
"M_m00663m","2-methylbutyryl-CoA"
"M_indoxyl_c","Indoxyl"
"M_m01995c","glycogenin G8"
"M_m01862c","fumarate"
"M_hxa_c","Hexanoate (N-C6:0)"
"M_m02094g","heparan sulfate, precursor 8"
"M_m00796c","3-hydroxypentanoyl-[ACP]"
"M_m00530c","1D-myo-inositol-4-phosphate"
"M_m00797m","3-hydroxypentanoyl-CoA"
"M_sucaceto_c","Succinylacetone"
"M_m01994c","glycogenin G7G1"
"M_m01861c","fucosyl-galactosylgloboside"
"M_m02093g","heparan sulfate, precursor 7"
"M_m00664c","2-methylbutyrylglycine"
"M_m00531c","1D-myo-inositol-bisdiphosphate-tetrakisphosphate"
"M_trptyrgln_c","Tryptophanyl-Tyrosyl-Glutamine"
"M_desfvs_c","N-desisopropyl-fluvastatin"
"M_hislysthr_c","Histidyl-Lysyl-Threonine"
"M_m02319c","kynurenine"
"M_m01860c","fuc-Lc4Cer"
"M_m01993c","glycogenin G7"
"M_dectricoa_m","2,4,7-Decatrienoyl Coenzyme A"
"M_m02092g","heparan sulfate, precursor 6"
"M_m00661c","2-methyl-3-oxopropanoate"
"M_m00794c","3-hydroxypentadecanoyl-[ACP]"
"M_pcholn225_hs_c","1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3"
"M_m00662m","2-methylacetoacetyl-CoA"
"M_m00795m","3-hydroxypentadecanoyl-CoA"
"M_m02318c","kinetensin"
"M_sphmyln181221_hs_c","Sm (D18:1/22:1), Sphingomyelin"
"M_m01992c","glycogenin G4G7"
"M_m02091g","heparan sulfate, precursor 5"
"M_c5dc_c","Glutaryl Carnitine"
"M_m00792m","3-hydroxynonanoyl-CoA"
"M_m01991c","glycogenin G4G4"
"M_m02090g","heparan sulfate, precursor 4"
"M_5ohfvs_c","5-hydroxy-fluvastatin"
"M_m01118c","5-oxo-(6E)-12-epi-LTB4"
"M_m02317s","kinetensin 4-8"
"M_m02316c","kinetensin 1-8"
"M_m02449c","maltopentaose"
"M_m01990c","glycogenin G11"
"M_m01119m","5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA"
"M_m00660c","2-methoxyestrone"
"M_m00793c","3-hydroxyoctadecanoyl-CoA"
"M_m00790c","3-hydroxynonadecanoyl-CoA"
"M_m02315c","kinetensin 1-7"
"M_m02448c","maltononaose"
"M_thrmetarg_c","Threonyl-Methionyl-Arginine"
"M_m01249c","acetaldehyde"
"M_m01116c","5-methylthioadenosine"
"M_m02447c","maltohexaose"
"M_vldl_hs_c","Very Low Density Lipoprotein"
"M_hisglylys_c","Histidyl-Lysyl-Lysine"
"M_thrserarg_c","Threonyl-Seryl-Arginine"
"M_m01117c","5-nitro-gamma-tocopherol"
"M_m02314s","kinetensin 1-3"
"M_m00791c","3-hydroxynonanoyl-[ACP]"
"M_pcholdoc_hs_c","1-Docosahexaenoylglycerophosphocholine"
"M_m02313g","keratan sulfate II biosynthesis, precursor 9"
"M_m00049c","(2E)-hexacosenoyl-CoA"
"M_valprotrp_c","Valyl-Prolyl-Tryptophan"
"M_m02446c","maltoheptaose"
"M_m02579c","NH4+"
"M_m01247c","A2PE"
"M_m01114c","5-methyltetrahydropteroyltri-L-glutamate"
"M_hexgly_c","Hexanoyl-Glycine"
