"SPECIE"	"SPECIE_NAME"	"TOTAL_PMID_SPECIE"
"M_m01859c"	"fucgalfucgalacglcgalgluside heparan sulfate"	0
"M_m03156g"	"Xyl-L-Ser-[protein]"	0
"M_m00529c"	"1D-myo-inositol-3-phosphate"	90
"M_3h3mglt_c"	"3-Hydroxy-3-Methyl-Glutarate"	0
"M_m02924c"	"spermine dialdehyde"	5
"M_m01725c"	"docosanoyl-CoA"	1
"M_m01858g"	"fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate"	0
"M_m00526c"	"1D-myo-inositol-1,4-bisphosphate"	63
"M_argvaltrp_c"	"Arginyl-Valyl-Tryptophan"	0
"M_m03021m"	"trans,cis-lauro-2,6-dienoyl-CoA"	0
"M_m01724c"	"docosanoylcarnitine"	0
"M_m03154c"	"XTP"	38
"M_hexdtr_c"	"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid"	0
"M_m00527c"	"1D-myo-inositol-3,4,5,6-tetrakisphosphate"	4
"M_m02922c"	"spermidine monoaldehyde 2"	0
"M_m00657m"	"2-methoxy-6-(all-trans-decaprenyl)phenol"	0
"M_m01723c"	"docosahexaenoylcarnitine"	0
"M_m03020m"	"trans,cis-hexadeca-2,9-dienoyl-CoA"	0
"M_m03153c"	"ximenic acid"	0
"M_iletrptyr_c"	"Isolecyl-Tryptophanyl-Tyrosine"	0
"M_m01856g"	"fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate"	0
"M_m00524c"	"1D-myo-inositol-1,3,4-trisphosphate"	47
"M_m02921c"	"spermidine monoaldehyde 1"	1
"M_dmhptcoa_m"	"2,6-Dimethylheptanoyl Coenzyme A"	0
"M_m01722c"	"DNA-5-methylcytosine"	0
"M_m03152c"	"xanthurenate-8-O-beta-D-glucoside"	5
"M_m01855g"	"fucfucgalacglcgal14acglcgalgluside heparan sulfate"	0
"M_asnasnarg_c"	"Asparaginyl-Asparaginyl-Arginine"	0
"M_m00525c"	"1D-myo-inositol-1,4,5,6-tetrakisphosphate"	4
"M_m02920c"	"spermidine dialdehyde"	0
"M_m00658m"	"2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol"	0
"M_napqi_r"	"NAPQI"	0
"M_m00655p"	"2-hydroxyphytanoyl-CoA"	4
"M_m01721c"	"DNA"	0
"M_m01854g"	"fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate"	0
"M_csasulp_c"	"cyclosporine-sulphate"	0
"M_m00788c"	"3-hydroxy-L-kynurenine"	56
"M_pheleu_c"	"Phenylalanyl-Leucine"	0
"M_m01720c"	"DNA containing guanine"	0
"M_m03150c"	"xanthosine-5-phosphate"	62
"M_m00656c"	"2-lysolecithin pool"	0
"M_m00789c"	"3-hydroxy-N6,N6,N6-trimethyl-L-lysine"	0
"M_m00523c"	"1D-myo-inositol-1,3,4,6-tetrakisphosphate"	25
"M_m00786c"	"3-hydroxykynurenamine"	0
"M_tmuncoa_p"	"2,6,10-Trimethyl Undecanoyl Coenzyme A"	0
"M_gm1_hs_c"	"Ganglioside Gm1"	0
"M_2dp6mobq_m"	"2-Decaprenyl-6-Methoxy-1,4-Benzoquinone"	0
"M_m00521c"	"1D-myo-inositol-1,3,4,5,6-pentakisphosphate"	0
"M_m00654c"	"2-hydroxyphenylacetate"	48
"M_m00787c"	"3-hydroxykynurenine-O-beta-D-glucoside"	0
"M_m01850c"	"fucacgalfucgalacglcgalgluside heparan sulfate"	0
"M_m00784c"	"3-hydroxyisobutyrate"	0
"M_m00651c"	"2-hydroxyestrone-1-S-glutathione"	0
"M_m00785m"	"3-hydroxyisobutyryl-CoA"	0
"M_m01982c"	"glycerate"	5
"M_m00652c"	"2-hydroxyestrone-4-S-glutathione"	0
"M_glutacoa_m"	"Glutaconyl Coenzyme A"	0
"M_m00782m"	"3-hydroxyheptanoyl-CoA"	0
"M_proglnpro_c"	"Prolyl-Glutaminyl-Proline"	0
"M_m01108c"	"5-hydroxy-N-formylkynurenine"	0
"M_m02439c"	"malate"	27
"M_m02438c"	"m7G(5')pppR-RNA"	0
"M_m01106c"	"5-hydroxykynurenine"	3
"M_m01239c"	"9-HETE"	0
"M_m02437c"	"m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)"	0
"M_leuleutrp_c"	"Leucyl-Leucyl-Tryptophan"	0
"M_m02436c"	"m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)"	0
"M_glytyrlys_c"	"Glycyl-Tyrosyl-Lysine"	0
"M_m02569c"	"neuromedin N(1-4)"	0
"M_m01104c"	"5-hydroxyisourate"	45
"M_tyrleuarg_c"	"Tyrosyl-Leucyl-Arginine"	0
"M_m01237c"	"9-heptadecenoyl-CoA"	0
"M_m00039m"	"(2E)-decenoyl-CoA"	0
"M_alaglylys_c"	"Alanyl-Glycyl-Lysine"	0
"M_m02435c"	"m7G(5')pppAm"	0
"M_m01238c"	"9-heptadecylenic acid"	0
"M_argalathr_c"	"Arginyl-Alanyl-Threonine"	0
"M_m01105c"	"5-hydroxykynurenamine"	13
"M_m01102c"	"5-hydroxyindoleacetaldehyde"	16
"M_m00037p"	"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA"	0
"M_m02699c"	"peptide-2-(3-carboxy-3-aminopropyl)-L-histidine"	0
"M_m00038c"	"(2E)-decenoyl-[ACP]"	0
"M_m02433r"	"m3gacpail heparan sulfate"	0
"M_m01499l"	"cholesterol-ester-lin"	83
"M_m01100c"	"5-formyl-THF"	0
"M_m01233c"	"9-cis-retinoyl-beta-D-glucuronide"	68
"M_m00168c"	"(R)-S-lactoylglutathione"	47
"M_m02564c"	"nervonic acid"	67
"M_am1a4ncs_c"	"AM1A4N (cyclosporine)"	0
"M_m01234c"	"9-deoxy-delta12-PGD2"	0
"M_m00036m"	"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA"	0
"M_m02563c"	"neocasomorphin"	0
"M_m00033c"	"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene"	0
"M_m01364c"	"arachidonyl-CoA"	61
"M_m02430r"	"m2emgacpail heparan sulfate"	0
"M_m00299c"	"11-hydroperoxy-H4-neuroprostane"	0
"M_m02562c"	"neocasomorphin (1-5)"	0
"M_m00034c"	"(1S,2R)-naphthalene 1,2-oxide"	0
"M_m01498l"	"cholesterol-ester-laur"	0
"M_m01232c"	"9-cis-retinol"	0
"M_m02694c"	"pentanoyl-CoA"	5
"M_m01495l"	"cholesterol-ester-hepta"	0
"M_glntrpglu_c"	"Glutaminyl-Tryptophanyl-Glutamate"	0
"M_m00297c"	"11-HETE"	0
"M_m00031c"	"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene"	0
"M_m00164c"	"(R)-5-diphosphomevalonate"	34
"M_m00032c"	"(1R,2S)-naphthalene 1,2-oxide"	15
"M_hexde7coa_p"	"7-Hexadecenoyl Coenzyme A"	0
"M_m01363c"	"arachidonyl-carnitine"	0
"M_argarglys_c"	"Arginyl-Arginyl-Lysine"	0
"M_m00298c"	"11-HpODE"	0
"M_m00165c"	"(R)-5-phosphomevalonate"	23
"M_m00162c"	"(R)-3-hydroxypalmitoyl-[ACP]"	0
"M_glnhislys_c"	"Glutaminyl-Histidyl-Lysine"	0
"M_1331tacr_c"	"13,31-O-Didesmethyl-tacrolimus"	0
"M_hhxdcal_c"	"2-Hydroxyhexadecanal"	0
"M_phethrlys_c"	"Phenylalanyl-Threonyl-Lysine"	0
"M_3hsmv_c"	"3'-hydroxy-simvastatin-lactone form"	0
"M_m02692c"	"pentaglutamyl-folate(THF)"	0
"M_m00163c"	"(R)-4-phosphopantothenoyl-cysteine"	6
"M_pecgoncoa_r"	"Pseudoecgonyl Coenzyme A"	0
"M_3mglutr_c"	"3-Methyl-Glutarate"	0
"M_proargasp_c"	"Prolyl-Arginyl-Aspartate"	0
"M_m01361c"	"aquacob(III)alamin"	38
"M_m02919c"	"spermic acid 1"	2
"M_m02918c"	"S-palmitoylprotein"	0
"M_CE5160_c"	"3-Oxo-Cis-9-Octadecenoyl Coenzyme A"	0
"M_m02691c"	"pentaglutamyl-folate(DHF)"	0
"M_m00296c"	"11h-14,15-EETA"	0
"M_m01719c"	"DNA containing 6-O-methylguanine"	0
"M_m00293c"	"11-dehydro-thromboxane B2"	32
"M_m00160c"	"(R)-3-hydroxydecanoyl-[ACP]"	0
"M_m01491l"	"cholesterol-ester-docosa"	0
"M_m02917c"	"sorbitol-3-phosphate"	9
"M_valhisasn_c"	"Valyl-Histidyl-Asparagine"	0
"M_m00161c"	"(R)-3-hydroxyoctanoyl-[ACP]"	0
"M_m01492l"	"cholesterol-ester-eico"	0
"M_protrpthr_c"	"Prolyl-Tryptophanyl-Threonine"	0
"M_m03015c"	"trans,cis-2,15-tetracosadienoyl-CoA"	0
"M_rsvgluc_r"	"rosuvastatin-glucuronide"	0
"M_m01717c"	"D-mannose-1,6-bisphosphate"	1
"M_glypro_c"	"Glycylproline"	95
"M_deoxfvs_c"	"deoxy-fluvastatin-dinor"	0
"M_m01490l"	"cholesterol-ester-dihomo-gamma"	0
"M_m00292c"	"11-cis-retinyl-palmitate"	0
"M_allop_c"	"allopurinol"	0
"M_m03013c"	"trans,cis-2,13-docosadienoyl-CoA"	0
"M_m01715c"	"D-lactaldehyde"	0
"M_m03012c"	"trans,cis-2,11-eicosadienoyl-CoA"	0
"M_1513tacr_c"	"13,15-O-didesmethyl tacrolimus"	0
"M_m00516c"	"1-alkyl-2-lysoglycerol-3-phosphocholine"	0
"M_phetyrgln_c"	"Phenylalanyl-Tyrosinyl-Glutamine"	0
"M_m01714c"	"dITP"	22
"M_leusertrp_c"	"Leucyl-Seryl-Tryptophan"	0
"M_thrphearg_c"	"Threonyl-Phenylalanyl-Arginine"	0
"M_m00514c"	"1-alkyl-2-acylglycerol"	0
"M_m00647c"	"2-hydroxy-3-phenylpropenoate"	0
"M_m02911c"	"sn-glycero-3-phospho-1-inositol"	41
"M_trpaspasp_c"	"Tryptophanyl-Aspartyl-Aspartate"	0
"M_m01978c"	"glutathione episulfonium ion"	0
"M_m03142c"	"vitamin D3"	2
"M_m00515c"	"1-alkyl-2-acylglycerophosphoethanolamine"	0
"M_m02910c"	"S-methyl-5-thio-D-ribulose-1-phosphate"	9
"M_m01977c"	"glutaryl-CoA"	39
"M_glutrpala_c"	"Glutamyl-Tryptophanyl-Alanine"	0
"M_m00645c"	"2-hydroxy-3-methoxyestrone"	0
"M_m00512c"	"1-alkenyl-2-acylglycerol"	0
"M_m01976m"	"glutamyl-5-phosphate"	8
"M_m00646c"	"2-hydroxy-3-oxopropanoate"	9
"M_m00513c"	"1-alkyl-2-acetyl-sn-glycerol"	0
"M_2hatvlac_c"	"2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone"	0
"M_m00510c"	"1-acylglycerol-VLDL pool"	0
"M_m00643c"	"2-hydroxy-3-(4-hydroxyphenyl)propenoate"	0
"M_m00776c"	"3-hydroxydocosanoyl-CoA"	0
"M_m00777c"	"3-hydroxyeicosanoyl-CoA"	0
"M_m00511c"	"1-acyl-PE pool"	0
"M_trpiletrp_c"	"Tryptophanyl-Isoleucyl-Tryptophan"	0
"M_m00641c"	"2-hydroxy-17beta-estradiol-1-S-glutathione"	0
"M_m00774c"	"3-hydroxyacyl group of bacterial toxin"	0
"M_ndersv_c"	"N-desmethyl-rosuvastatin"	0
"M_m01972c"	"glucosylceramide pool"	0
"M_3octdeccrn_c"	"3-Hydroxyoctadecanoyl Carnitine"	0
"M_m00642c"	"2-hydroxy-17beta-estradiol-4-S-glutathione"	0
"M_am1alcs_c"	"AM1AL (cyclosporine)"	0
"M_cvm23gluc_r"	"cerivastatin-M23-glucuronide"	0
"M_m00772c"	"3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate"	0
"M_6hmsmvacid_c"	"6'-beta-hydroxy-methyl-simvastatin-acid form"	0
"M_argphearg_c"	"Arginyl-Phenylalanine-Arginine"	0
"M_m00640c"	"2-deoxy-D-ribose-5-phosphate"	53
"M_m00770m"	"3-demethylubiquinol-10"	0
"M_m02428c"	"lysosomal-enzyme-N-acetyl-D-glucosaminyl-phospho-D-mannose"	0
"M_m01229c"	"9-cis-4-oxo-13,14-dihydro-retinoate"	0
"M_pheasp_c"	"Phenylalanyl-Aspartate"	0
"M_m02427c"	"lysosomal-enzyme-D-mannose"	0
"M_m00771c"	"3-deoxy-D-glycero-D-galacto-2-nonulosonic acid"	62
"M_m02559c"	"N-carbamoyl-L-aspartate"	82
"M_m01227m"	"9-carboxy-gamma-chromanol"	0
"M_serargtrp_c"	"Seryl-Arginyl-Tryptophan"	0
"M_m02425c"	"L-xylulose"	0
"M_cysaspphe_c"	"Cystyl-Aspartyl-Phenylalanine"	0
"M_m01228m"	"9-carboxy-gamma-tocotrienol"	0
"M_decdicoa_c"	"Decadienoyl Coenzyme A"	4
"M_CE2885_c"	"3,5,3,5-Tetraiodothyroacetate-Beta-D-Glucuronoside"	0
"M_2dodtricoa_m"	"2,6,9-Dodecatrienoyl Coenzyme A"	0
"M_m02424c"	"L-xylonate"	6
"M_m01225m"	"9-carboxy-alpha-chromanol"	0
"M_valval_c"	"Valyl-Valine"	0
"M_m01358c"	"apocytochrome-C"	0
"M_hmcr_c"	"Homocitrulline"	0
"M_m02423c"	"L-valyl-tRNA(val)"	0
"M_m00028c"	"(18R)-HEPE"	1
"M_m02689c"	"pentadecanoyl-CoA"	0
"M_m01226m"	"9-carboxy-alpha-tocotrienol"	0
"M_m02422c"	"lumisterol 3"	0
"M_proasncys_c"	"Prolyl-Asparaginyl-Cysteine"	0
"M_m00025c"	"(15Z)-tetracosenoyl-CoA"	0
"M_m02688c"	"pentadecanoylcarnitine"	0
"M_m01356c"	"apoC-lys"	0
"M_m00158c"	"(R)-3-hydroxybutanoyl-[ACP]"	0
"M_m02421c"	"L-tyrosyl-tRNA(tyr)"	0
"M_m01357c"	"apoC-lys_btn"	0
"M_m00159c"	"(R)-3-hydroxybutanoyl-CoA"	0
"M_m00023c"	"(13Z,16Z)-docosadienoyl-CoA"	0
"M_m02686c"	"PE-NME-LD pool"	0
"M_m02420c"	"L-tryptophanyl-tRNA(trp)"	0
"M_m00289m"	"11-carboxy-gamma-tocotrienol"	0
"M_CE4792_m"	"3-Oxo-Cis-8-Tetradecenoyl Coenzyme A"	0
"M_m01487l"	"cholesterol-ester-9-tetrade"	0
"M_leuleu_c"	"Leucylleucine"	68
"M_octeACP_c"	"Cis-Octadec-11-Enoyl-[Acyl-Carrier Protein] (N-C18:1)"	0
"M_atvacid_c"	"atorvastatin-acid"	0
"M_m00156c"	"(R)-1,2-dimethyl-5,6-dihydroxy-tetrahydroisoquinoline"	0
"M_m00024c"	"(15Z)-tetracosenoylcarnitine"	0
"M_m02685c"	"PE-LD pool"	0
"M_m01488l"	"cholesterol-ester-arach"	0
"M_trpglyphe_c"	"Tryptophanyl-Glycyl-Phenylalanine"	0
"M_m00157c"	"(R)-3-hydroxybutanoate"	3
"M_m00021c"	"(13Z,16Z)-docosadienoic acid"	0
"M_m02684c"	"PC-LD pool"	0
"M_alaarggly_c"	"Alanyl-Arginyl-Glycine"	0
"M_m00287m"	"11-carboxy-alpha-tocotrienol"	0
"M_pheleuhis_c"	"Phenylalanyl-Leucyl-Histidine"	0
"M_m00154r"	"(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1"	0
"M_hishislys_c"	"Histidyl-Histidyl-Lysine"	0
"M_4hmdgluc_c"	"4-OH-midazolam-glucuronide"	0
"M_m00022c"	"(13Z,16Z)-docosadienoylcarnitine"	0
"M_m02683c"	"paragloboside"	0
"M_m00288m"	"11-carboxy-gamma-chromanol"	0
"M_3hadpac_c"	"3-Hydroxy-Adipate"	0
"M_2m3hvac_c"	"2-Methyl-3-Hydroxy-Valerate"	0
"M_m01220c"	"9,10-hydroxyoctadec-12(Z)-enoate"	1
"M_6bhglz_c"	"6-beta-OH-gliclazide"	0
"M_m00155c"	"(indol-3-yl)acetamide"	0
"M_m00285c"	"11beta-hydroxyprogesterone"	62
"M_m00286m"	"11-carboxy-alpha-chromanol"	0
"M_m00283c"	"11beta,17alpha,21-trihydroxypregnenolone"	0
"M_m02908c"	"SM pool"	0
"M_m02907c"	"sialyl-Tn antigen"	0
"M_m00284c"	"11beta-hydroxyandrost-4-ene-3,17-dione"	80
"M_3ivcoa_c"	"3-Hydroxyisovaleryl Coenzyme A"	0
"M_m03138c"	"VI3NeuAc-nLc6Cer"	0
"M_m02906g"	"sialyl-T antigen"	0
"M_CE5119_m"	"Trans-3-Cis-8-Tetradecadienoyl Coenzyme A"	0
"M_glumethis_c"	"Glutamyl-Methioninyl-Histidine"	0
"M_m01709c"	"dIMP"	9
"M_m00508c"	"1-acylglycerol-LD-SM pool"	0
"M_m03137c"	"VI2Fuc-nLc6"	0
"M_2hiv_c"	"2-Hydroxy-Isovalerate"	0
"M_m01839c"	"formyl-N-acetyl-5-methoxykynurenamine"	52
"M_m00509c"	"1-acylglycerol-LD-TG1 pool"	0
"M_m02904c"	"sialyl-3-paragloboside"	0
"M_m03003c"	"trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA"	0
"M_m03136c"	"vanillylmandelate"	43
"M_m01705c"	"dihydrothymine"	67
"M_m00639c"	"2-deoxy-D-ribose-1-phosphate"	37
"M_m00506c"	"1-acylglycerol-LD-PI pool"	0
"M_m03002c"	"trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA"	0
"M_m01837c"	"formylglutathione"	4
"M_m00280c"	"11,14,15-THETA"	0
"M_m01704c"	"dihydroneopterin"	71
"M_m00507c"	"1-acylglycerol-LD-PS pool"	0
"M_prolyspro_c"	"Prolyl-Lysyl-Proline"	0
"M_m01836c"	"formyl-CoA"	12
"M_m03000g"	"Tn-antigen"	0
"M_m00637c"	"2-bromophenol"	0
"M_m02901c"	"S-glutathionyl-ethacrynic acid"	0
"M_m00504c"	"1-acylglycerol-LD-PC pool"	0
"M_m01835c"	"formylanthranilate"	4
"M_13dmt_c"	"13-O-desmethyl tacrolimus, 13-DMT or M-I"	0
"M_glnproglu_c"	"Glutaminyl-Prolyl-Glutamate"	0
"M_m00638c"	"2-carboxy-2,3-dihydro-5,6-dihydroxyindole"	2
"M_m00505c"	"1-acylglycerol-LD-PE pool"	0
"M_smvacid_c"	"simvastatin dihydroxy acid form"	0
"M_m02199c"	"IV3NeuAc,III3Fuc-nLc4Cer"	0
"M_m01834c"	"formyl-5-hydroxykynurenamine"	0
"M_m00502c"	"1-acylglycerol-3P-tridec"	0
"M_m00768c"	"3-dehydro-L-gulonate"	0
"M_m00503c"	"1-acylglycerol-chylomicron pool"	0
"M_m00636c"	"2-bromoacetaldehyde"	0
"M_m00769c"	"3-dehydrosphinganine"	44
"M_m01832c"	"formamidopyrimidine nucleoside triphosphate"	0
"M_m00766c"	"3-carboxy-alpha-chromanol"	38
"M_m00633c"	"2-aminomuconate semialdehyde"	0
"M_m02197c"	"IV3GalNAca-Gb4Cer"	0
"M_m00767m"	"3-decaprenyl-4-hydroxybenzoate"	0
"M_m00634c"	"2-aminomuconate"	0
"M_m02195c"	"IV2Fuc-Lc4Cer"	0
"M_m00765m"	"3-carboxy-1-hydroxypropyl-ThPP"	0
"M_fvs_c"	"fluvastatin"	0
"M_eitetcoa_m"	"5,8,11,14-Eicosatetraenoyl Coenzyme A"	0
"M_m00895m"	"3-oxopalmitoyl-CoA"	2
"M_m01961c"	"glucono-1,5-lactone-6-phosphate"	26
"M_m02192m"	"itaconyl-CoA"	0
"M_3mglutac_c"	"3-Methyl-Glutaconate"	0
"M_m00762g"	"3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein"	0
"M_6csmvacid_c"	"6'-beta-carboxy-simvastatin-acid form"	0
"M_m00630m"	"2-amino-3-oxoadipate"	1
"M_m02419c"	"L-threonyl-tRNA(thr)"	0
"M_m01960c"	"globotriaosylceramide"	0
"M_dec47dicoa_m"	"4,7-Decadienoyl Coenzyme A"	0
"M_xolest205_hs_c"	"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)"	0
"M_m00893m"	"3-oxooleoyl-CoA"	0
"M_xolest183_hs_c"	"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)"	0
"M_m01219c"	"9,10-epoxy-(6Z,12Z)-octadecadienoic acid"	0
"M_m00760c"	"3-amino-propanal"	68
"M_trphismet_c"	"Tryptophanyl-Histidyl-Methionine"	0
"M_lyspheile_c"	"Lysyl-Phenylalanyl-Isoleucine"	0
"M_phetyr_c"	"Phenylalanyl-Tyrosine"	0
"M_m02190c"	"isovalerylglycine"	32
"M_m00894c"	"3-oxopalmitoleoyl-CoA"	0
"M_m00761c"	"3beta,7alpha-dihydroxy-5-cholestenoate"	6
"M_m02416c"	"L-seryl-tRNA(ser)"	0
"M_asntyrphe_c"	"Asparaginyl-Tyrosyl-Phenylalanine"	0
"M_m01217c"	"9(S)-HPODE"	37
"M_m00891c"	"3-oxooctanoyl-[ACP]"	0
"M_m00892m"	"3-oxooctanoyl-CoA"	0
"M_m02415c"	"L-prolyl-tRNA(pro)"	0
"M_m02548c"	"N-acetyl-S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine"	0
"M_sucacetat_c"	"Succinyl-Acetoacetate"	0
"M_m01218c"	"9,10-12,13-diepoxy-octadecanoate"	1
"M_m02547c"	"N-acetylputrescine"	43
"M_m00017c"	"(13Z)-eicosenoic acid"	0
"M_alalysthr_c"	"Alanyl-Lysine-Threonine"	0
"M_m01215c"	"8-peroxy-docosahexaenoate"	0
"M_m01348c"	"apelin-13"	0
"M_m02546c"	"N-acetylornithine"	61
"M_m00018c"	"(13Z)-eicosenoyl-CoA"	0
"M_m00890c"	"3-oxooctadecanoyl-CoA"	2
"M_m02412c"	"L-phenylalanyl-tRNA(phe)"	0
"M_c16dc_c"	"Hexadecanedioic Acid Mono-L-Carnitine Ester"	0
"M_m01213c"	"8-HETE"	0
"M_crvsm1_c"	"cerivastatin-M1"	0
"M_m02677c"	"palmitoleoyl-CoA"	0
"M_m02544c"	"N-acetylneuraminate-9-phosphate"	0
"M_m00016c"	"(13Z)-docosenoyl-CoA"	0
"M_m00013c"	"(13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate"	10
"M_CE2886_c"	"3,3,5-Triiodothyroacetate-Beta-D-Glucuronoside"	0
"M_3ttetddcoa_c"	"3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A"	0
"M_glutcon_c"	"Glutaconate"	0
"M_m02542c"	"N-acetylmuramoyl-ala"	0
"M_3hodcoa_c"	"(S)-3-Hydroxyoctadecanoyl Coenzyme A"	0
"M_valphearg_c"	"Valyl-Phenylalanyl-Arginine"	0
"M_m02541c"	"N-acetylmuramate"	92
"M_m01475l"	"cholesterol-ester-7,10,13,16,19-docosa"	0
"M_m00277c"	"11,12-DHET"	0
"M_m02540c"	"N-acetylmethionine"	74
"M_m00012c"	"(11Z,14Z,17Z)-eicosatrienoyl-CoA"	0
"M_m01476l"	"cholesterol-ester-7,10,13,16-docosa"	0
"M_CE5118_m"	"Trans-2-Cis,Cis-4,8-Tetradecatrienoyl Coenzyme A"	0
"M_m01340c"	"anhydroretinol"	25
"M_mvlac_c"	"Mevalonate-Lactone"	0
"M_arglysasp_c"	"Arginyl-Lysyl-Aspartate"	0
"M_valarggly_c"	"Valyl-Arginyl-Glycine"	0
"M_m00010c"	"(11Z,14Z,17Z)-eicosatrienoic acid"	10
"M_aspprolys_c"	"Aspartyl-Prolyl-Lysine"	0
"M_m00276c"	"11,12,15-THETA"	0
"M_m02671c"	"P1,P4-bis(5-guanosyl)-tetraphosphate"	17
"M_methislys_c"	"Methionyl-Histidyl-Lysine"	0
"M_ivcrn_c"	"Isovaleryl Carnitine"	28
"M_m00141c"	"(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine"	0
"M_7bhglz_c"	"7-beta-OH-gliclazide"	0
"M_m00274c"	"10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide"	0
"M_m00271c"	"10-hydroperoxy-H4-neuroprostane"	0
"M_m03127c"	"uroporphyrinogen I"	0
"M_m01829g"	"fn2m2masn"	0
"M_m03126c"	"uroporphyrin III"	31
"M_lysvaltrp_c"	"Lysyl-Valyl-Tryptophan"	0
"M_7ohocata_c"	"7-Hydroxy-Octanoate"	0
"M_m00629c"	"2-amino-3-carboxymuconate semialdehyde"	0
"M_m03125c"	"uroporphyrin I"	57
"M_ddeccrn_c"	"Lauroyl Carnitine"	12
"M_profvs_c"	"des-isoproylpropionic-acid-fluvastatin"	0
"M_tdeACP_c"	"Cis-Tetradec-7-Enoyl-[Acyl-Carrier Protein] (N-C14:1)"	0
"M_m01959c"	"globoside"	0
"M_m00627c"	"2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate"	0
"M_c51crn_c"	"Tiglyl Carnitine"	3
"M_m01958c"	"globo-H"	0
"M_m03122c"	"ureidoglycolate"	3
"M_m00628c"	"2-acyl-1-alkyl-sn-glycero-3-phosphate"	0
"M_m02189c"	"isovaleryl-CoA"	31
"M_simvgluc_r"	"simvastatin-acyl-glucuronide"	0
"M_m00625c"	"27-hydroxycholesterol"	0
"M_m00758c"	"3alpha,7alpha-dihydroxy-5beta-cholestanate"	0
"M_hpdececoa_m"	"Trans-Delta-2-Heptadecanoyl Coenzyme A"	0
"M_m02188c"	"isoputreanine"	5
"M_m00759c"	"3alpha-hydroxy-5alpha-pregnan-20-one"	0
"M_m00626c"	"2-acetyl-1-alkyl-sn-glycero-3-phosphocholine"	0
"M_3hpvs_c"	"3'-S-hydroxy-pravastatin"	0
"M_zym_int2_r"	"Zymosterol Intermediate 2"	0
"M_m00756c"	"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al"	0
"M_gluargleu_c"	"Glutaminyl-Arginyl-Leucine"	0
"M_m00624c"	"27alpha-hydroxy-7-dehydrocholesterol"	0
"M_m02186c"	"iso-nLc8Cer"	0
"M_pheglnphe_c"	"Phenylalanyl-Glutaminyl-Phenylalanine"	0
"M_m00754p"	"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa"	0
"M_m01820c"	"fatty acid-VLDL pool"	0
"M_m01953c"	"geranyl-PP"	82
"M_crvsm24_c"	"cerivastatin-M24"	0
"M_asnmetpro_c"	"Asparaginyl-Methionyl-Proline"	0
"M_m01952c"	"gentisate aldehyde"	29
"M_m00755c"	"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA"	0
"M_fvstetglu_c"	"des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide"	0
"M_dca3g_c"	"Deoxycholic acid-3glucuronide, CDA-3G"	0
"M_tyrala_c"	"Tyrosyl-Alanine"	0
"M_m00752c"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate"	0
"M_1531tacr_c"	"15,31-O-Didesmethyl-tacrolimus"	0
"M_m00753m"	"3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al"	0
"M_m02409c"	"L-octanoylcarnitine"	1
"M_m02182c"	"isocaproic-aldehyde"	29
"M_m02408c"	"L-methionyl-tRNA(met)"	0
"M_m02180m"	"isobutyryl-CoA"	25
"M_3ohsubac_c"	"3-Hydoxy-Suberic Acid"	0
"M_m00883c"	"3-oxolaur-6-cis-enoyl-CoA"	0
"M_m02181c"	"isobutyrylglycine"	12
"M_m00750c"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al"	1
